LOC_X,LOC_Y,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_MADE_FLAG,GAME_DATE,SEASON,PERIOD,ACTION_TYPE,SHOT_RESULT
-89,228,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090109,2008-09,2,Jump Shot,Missed
-130,156,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090109,2008-09,3,Jump Shot,Missed
-204,89,Mid-Range,Left Side(L),16-24 ft.,0,20090109,2008-09,3,Jump Shot,Missed
1,-3,Restricted Area,Center(C),Less Than 8 ft.,1,20090109,2008-09,3,Driving Layup Shot,Made
-5,1,Restricted Area,Center(C),Less Than 8 ft.,1,20090109,2008-09,3,Layup Shot,Made
-8,3,Restricted Area,Center(C),Less Than 8 ft.,1,20090109,2008-09,3,Driving Layup Shot,Made
-210,164,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090109,2008-09,3,Jump Shot,Missed
40,154,Mid-Range,Center(C),8-16 ft.,1,20090109,2008-09,3,Jump Shot,Made
-5,268,Above the Break 3,Center(C),24+ ft.,1,20090109,2008-09,3,Jump Shot,Made
132,260,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090109,2008-09,3,Jump Shot,Missed
174,142,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090109,2008-09,4,Jump Shot,Missed
1,-10,Restricted Area,Center(C),Less Than 8 ft.,1,20090109,2008-09,4,Driving Layup Shot,Made
-204,1,Mid-Range,Left Side(L),16-24 ft.,1,20090109,2008-09,4,Jump Shot,Made
-2,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090109,2008-09,4,Layup Shot,Made
-221,116,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090109,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,1,Finger Roll Layup Shot,Made
-35,44,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090113,2008-09,1,Jump Shot,Missed
-155,203,Above the Break 3,Left Side Center(LC),24+ ft.,1,20090113,2008-09,1,Jump Shot,Made
-160,228,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090113,2008-09,2,Jump Shot,Missed
147,206,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090113,2008-09,2,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,2,Driving Dunk Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,3,Slam Dunk Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,3,Reverse Slam Dunk Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,3,Driving Layup Shot,Made
-16,279,Above the Break 3,Center(C),24+ ft.,0,20090113,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,3,Dunk Shot,Made
94,200,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090113,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,3,Reverse Layup Shot,Made
140,230,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090113,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090113,2008-09,4,Layup Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090115,2008-09,1,Running Layup Shot,Made
124,126,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090115,2008-09,1,Turnaround Fadeaway shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090115,2008-09,1,Layup Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090115,2008-09,1,Layup Shot,Made
195,26,Mid-Range,Right Side(R),16-24 ft.,0,20090115,2008-09,1,Jump Shot,Missed
-131,149,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090115,2008-09,1,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090115,2008-09,1,Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090115,2008-09,1,Dunk Shot,Made
-138,143,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090115,2008-09,2,Jump Shot,Missed
-163,186,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090115,2008-09,2,Jump Shot,Missed
-70,37,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20090115,2008-09,2,Jump Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090115,2008-09,2,Layup Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090115,2008-09,2,Layup Shot,Missed
144,157,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090115,2008-09,3,Jump Shot,Made
102,135,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090115,2008-09,3,Fadeaway Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090115,2008-09,3,Layup Shot,Missed
-157,203,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090115,2008-09,3,Jump Shot,Missed
54,247,Above the Break 3,Center(C),24+ ft.,0,20090115,2008-09,3,Jump Shot,Missed
118,170,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090115,2008-09,3,Jump Shot,Missed
171,187,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090115,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090115,2008-09,4,Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090115,2008-09,4,Tip Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090115,2008-09,4,Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090115,2008-09,4,Layup Shot,Missed
-166,101,Mid-Range,Left Side(L),16-24 ft.,0,20090115,2008-09,4,Jump Shot,Missed
-87,187,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090115,2008-09,4,Jump Shot,Missed
-141,220,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090115,2008-09,5,Jump Shot,Missed
124,244,Above the Break 3,Right Side Center(RC),24+ ft.,1,20090115,2008-09,5,Jump Shot,Made
155,153,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090116,2008-09,1,Jump Shot,Made
168,75,Mid-Range,Right Side(R),16-24 ft.,0,20090116,2008-09,1,Jump Shot,Missed
17,4,Restricted Area,Center(C),Less Than 8 ft.,0,20090116,2008-09,1,Layup Shot,Missed
0,17,Restricted Area,Center(C),Less Than 8 ft.,0,20090116,2008-09,1,Layup Shot,Missed
9,7,Restricted Area,Center(C),Less Than 8 ft.,0,20090116,2008-09,1,Layup Shot,Missed
2,-10,Restricted Area,Center(C),Less Than 8 ft.,1,20090116,2008-09,1,Putback Layup Shot,Made
0,-3,Restricted Area,Center(C),Less Than 8 ft.,1,20090116,2008-09,2,Driving Layup Shot,Made
12,7,Restricted Area,Center(C),Less Than 8 ft.,0,20090116,2008-09,2,Layup Shot,Missed
0,52,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20090116,2008-09,2,Jump Hook Shot,Made
6,-8,Restricted Area,Center(C),Less Than 8 ft.,1,20090116,2008-09,3,Driving Slam Dunk Shot,Made
-98,156,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090116,2008-09,3,Jump Shot,Missed
10,3,Restricted Area,Center(C),Less Than 8 ft.,0,20090116,2008-09,3,Layup Shot,Missed
7,4,Restricted Area,Center(C),Less Than 8 ft.,1,20090116,2008-09,3,Driving Layup Shot,Made
-239,77,Left Corner 3,Left Side(L),24+ ft.,0,20090116,2008-09,3,Jump Shot,Missed
72,203,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090116,2008-09,4,Jump Shot,Made
-97,183,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090116,2008-09,4,Jump Shot,Made
143,20,Mid-Range,Right Side(R),8-16 ft.,0,20090116,2008-09,4,Turnaround Jump Shot,Missed
-79,142,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090116,2008-09,4,Jump Shot,Made
-157,203,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090116,2008-09,4,Jump Shot,Missed
-5,-5,Restricted Area,Center(C),Less Than 8 ft.,1,20090116,2008-09,4,Putback Dunk Shot,Made
111,170,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090116,2008-09,4,Jump Shot,Missed
-166,94,Mid-Range,Left Side(L),16-24 ft.,1,20090116,2008-09,4,Jump Shot,Made
-68,167,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090116,2008-09,4,Fadeaway Jump Shot,Made
-205,85,Mid-Range,Left Side(L),16-24 ft.,0,20090116,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090119,2008-09,1,Layup Shot,Missed
127,216,Above the Break 3,Right Side Center(RC),24+ ft.,1,20090119,2008-09,1,Jump Shot,Made
-97,148,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090119,2008-09,1,Turnaround Fadeaway shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090119,2008-09,1,Layup Shot,Missed
211,-8,Mid-Range,Right Side(R),16-24 ft.,0,20090119,2008-09,1,Jump Shot,Missed
113,170,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090119,2008-09,1,Jump Bank Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090119,2008-09,1,Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090119,2008-09,2,Layup Shot,Missed
65,241,Above the Break 3,Center(C),24+ ft.,0,20090119,2008-09,2,Jump Shot,Missed
-139,164,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090119,2008-09,2,Jump Shot,Made
15,80,In The Paint (Non-RA),Center(C),8-16 ft.,0,20090119,2008-09,2,Jump Shot,Missed
36,179,Mid-Range,Center(C),16-24 ft.,1,20090119,2008-09,3,Jump Shot,Made
113,189,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090119,2008-09,3,Jump Shot,Missed
-179,91,Mid-Range,Left Side(L),16-24 ft.,0,20090119,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090119,2008-09,3,Layup Shot,Missed
-112,231,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090119,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090119,2008-09,3,Driving Slam Dunk Shot,Made
206,75,Mid-Range,Right Side(R),16-24 ft.,1,20090119,2008-09,4,Jump Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090119,2008-09,4,Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090119,2008-09,4,Driving Layup Shot,Made
-5,276,Above the Break 3,Center(C),24+ ft.,0,20090119,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090119,2008-09,4,Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090119,2008-09,4,Tip Shot,Made
-79,250,Above the Break 3,Center(C),24+ ft.,0,20090119,2008-09,4,Jump Shot,Missed
-10,105,In The Paint (Non-RA),Center(C),8-16 ft.,0,20090119,2008-09,4,Jump Shot,Missed
-43,4,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090121,2008-09,1,Running Jump Shot,Missed
-67,206,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090121,2008-09,1,Jump Shot,Made
122,148,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090121,2008-09,1,Pullup Jump shot,Made
-153,104,Mid-Range,Left Side(L),16-24 ft.,1,20090121,2008-09,1,Pullup Jump shot,Made
138,112,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090121,2008-09,1,Jump Shot,Missed
-8,205,Mid-Range,Center(C),16-24 ft.,0,20090121,2008-09,1,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090121,2008-09,2,Driving Layup Shot,Made
116,145,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090121,2008-09,2,Step Back Jump shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090121,2008-09,2,Driving Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090121,2008-09,2,Alley Oop Dunk Shot,Made
-108,178,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090121,2008-09,2,Jump Shot,Missed
-174,452,Backcourt,Back Court(BC),Back Court Shot,0,20090121,2008-09,2,Jump Shot,Missed
39,201,Mid-Range,Center(C),16-24 ft.,1,20090121,2008-09,3,Pullup Jump shot,Made
181,48,Mid-Range,Right Side(R),16-24 ft.,1,20090121,2008-09,3,Pullup Jump shot,Made
54,135,In The Paint (Non-RA),Center(C),8-16 ft.,0,20090121,2008-09,3,Running Jump Shot,Missed
-87,153,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090121,2008-09,3,Step Back Jump shot,Made
193,31,Mid-Range,Right Side(R),16-24 ft.,0,20090121,2008-09,3,Jump Shot,Missed
-231,-3,Left Corner 3,Left Side(L),24+ ft.,1,20090121,2008-09,3,Jump Shot,Made
-217,104,Above the Break 3,Left Side Center(LC),24+ ft.,1,20090121,2008-09,3,Jump Shot,Made
-87,138,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090121,2008-09,3,Jump Shot,Missed
119,168,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090121,2008-09,3,Pullup Jump shot,Made
61,192,Mid-Range,Center(C),16-24 ft.,0,20090121,2008-09,3,Pullup Jump shot,Missed
29,242,Above the Break 3,Center(C),24+ ft.,0,20090121,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090121,2008-09,4,Driving Reverse Layup Shot,Made
48,205,Mid-Range,Center(C),16-24 ft.,0,20090121,2008-09,4,Pullup Jump shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090121,2008-09,4,Driving Layup Shot,Missed
200,148,Above the Break 3,Right Side Center(RC),24+ ft.,1,20090121,2008-09,4,Jump Shot,Made
102,225,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090121,2008-09,4,Jump Shot,Missed
73,164,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090121,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090121,2008-09,4,Driving Finger Roll Layup Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20090123,2008-09,1,Driving Slam Dunk Shot,Made
17,12,Restricted Area,Center(C),Less Than 8 ft.,1,20090123,2008-09,1,Putback Layup Shot,Made
-199,-8,Mid-Range,Left Side(L),16-24 ft.,0,20090123,2008-09,1,Jump Shot,Missed
43,25,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090123,2008-09,2,Jump Shot,Missed
12,1,Restricted Area,Center(C),Less Than 8 ft.,1,20090123,2008-09,2,Slam Dunk Shot,Made
-201,149,Above the Break 3,Left Side Center(LC),24+ ft.,1,20090123,2008-09,2,Pullup Jump shot,Made
-49,61,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090123,2008-09,2,Jump Shot,Missed
24,34,In The Paint (Non-RA),Center(C),Less Than 8 ft.,1,20090123,2008-09,2,Driving Hook Shot,Made
152,53,Mid-Range,Right Side(R),16-24 ft.,0,20090123,2008-09,2,Jump Shot,Missed
73,216,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090123,2008-09,3,Jump Shot,Missed
26,14,Restricted Area,Center(C),Less Than 8 ft.,0,20090123,2008-09,3,Layup Shot,Missed
195,175,Above the Break 3,Right Side Center(RC),24+ ft.,1,20090123,2008-09,3,Jump Shot,Made
18,257,Above the Break 3,Center(C),24+ ft.,0,20090123,2008-09,3,Jump Shot,Missed
-187,168,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090123,2008-09,3,Jump Shot,Missed
181,102,Mid-Range,Right Side(R),16-24 ft.,0,20090123,2008-09,4,Jump Shot,Missed
40,89,In The Paint (Non-RA),Center(C),8-16 ft.,1,20090123,2008-09,4,Turnaround Jump Shot,Made
-134,146,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090123,2008-09,4,Jump Shot,Missed
-105,261,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090123,2008-09,4,Jump Shot,Missed
2,17,Restricted Area,Center(C),Less Than 8 ft.,1,20090123,2008-09,4,Layup Shot,Made
-89,15,Mid-Range,Left Side(L),8-16 ft.,0,20090123,2008-09,4,Jump Shot,Missed
-15,17,Restricted Area,Center(C),Less Than 8 ft.,1,20090123,2008-09,4,Driving Layup Shot,Made
-32,55,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090123,2008-09,4,Running Jump Shot,Missed
24,25,Restricted Area,Center(C),Less Than 8 ft.,0,20090123,2008-09,4,Driving Finger Roll Layup Shot,Missed
-172,78,Mid-Range,Left Side(L),16-24 ft.,1,20090123,2008-09,4,Step Back Jump shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,1,Slam Dunk Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,1,Driving Layup Shot,Made
-16,9,Restricted Area,Center(C),Less Than 8 ft.,0,20090124,2008-09,1,Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090124,2008-09,1,Tip Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,1,Driving Layup Shot,Made
106,145,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090124,2008-09,1,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,1,Slam Dunk Shot,Made
1,156,Mid-Range,Center(C),8-16 ft.,1,20090124,2008-09,1,Jump Shot,Made
118,225,Above the Break 3,Right Side Center(RC),24+ ft.,1,20090124,2008-09,1,Jump Shot,Made
162,242,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090124,2008-09,1,Jump Shot,Missed
73,209,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090124,2008-09,1,Jump Shot,Missed
-231,-5,Left Corner 3,Left Side(L),24+ ft.,0,20090124,2008-09,1,Jump Shot,Missed
-111,214,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090124,2008-09,2,Jump Shot,Missed
17,75,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090124,2008-09,2,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,2,Putback Dunk Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,2,Driving Layup Shot,Made
200,239,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090124,2008-09,2,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,3,Slam Dunk Shot,Made
13,74,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090124,2008-09,3,Jump Shot,Missed
-191,80,Mid-Range,Left Side(L),16-24 ft.,0,20090124,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,3,Alley Oop Dunk Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,3,Driving Layup Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,3,Slam Dunk Shot,Made
-73,214,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090124,2008-09,4,Jump Shot,Made
-131,157,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090124,2008-09,4,Jump Shot,Missed
151,214,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090124,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090124,2008-09,4,Alley Oop Dunk Shot,Made
81,162,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090127,2008-09,1,Jump Shot,Made
147,17,Mid-Range,Right Side(R),8-16 ft.,0,20090127,2008-09,1,Jump Shot,Missed
1,-2,Restricted Area,Center(C),Less Than 8 ft.,1,20090127,2008-09,1,Driving Layup Shot,Made
-2,-3,Restricted Area,Center(C),Less Than 8 ft.,1,20090127,2008-09,1,Dunk Shot,Made
10,1,Restricted Area,Center(C),Less Than 8 ft.,0,20090127,2008-09,2,Layup Shot,Missed
-7,-6,Restricted Area,Center(C),Less Than 8 ft.,1,20090127,2008-09,2,Slam Dunk Shot,Made
-153,238,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090127,2008-09,2,Jump Shot,Missed
-109,197,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090127,2008-09,3,Jump Shot,Missed
-97,692,Backcourt,Back Court(BC),Back Court Shot,0,20090127,2008-09,3,Jump Shot,Missed
-2,-3,Restricted Area,Center(C),Less Than 8 ft.,1,20090127,2008-09,4,Driving Layup Shot,Made
-128,146,Mid-Range,Left Side Center(LC),16-24 ft.,1,20090129,2008-09,1,Jump Shot,Made
45,208,Mid-Range,Center(C),16-24 ft.,0,20090129,2008-09,1,Jump Shot,Missed
6,63,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090129,2008-09,1,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090129,2008-09,1,Layup Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090129,2008-09,1,Driving Dunk Shot,Made
110,187,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090129,2008-09,1,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090129,2008-09,1,Reverse Layup Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090129,2008-09,1,Driving Dunk Shot,Made
80,64,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,20090129,2008-09,1,Jump Hook Shot,Made
15,56,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090129,2008-09,2,Jump Shot,Missed
-43,183,Mid-Range,Center(C),16-24 ft.,1,20090129,2008-09,2,Jump Shot,Made
163,127,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090129,2008-09,2,Jump Shot,Missed
69,50,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,20090129,2008-09,2,Hook Bank Shot,Made
-108,192,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090129,2008-09,2,Jump Shot,Missed
-144,127,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090129,2008-09,2,Jump Shot,Missed
-76,39,In The Paint (Non-RA),Left Side(L),8-16 ft.,0,20090129,2008-09,2,Running Jump Shot,Missed
67,60,In The Paint (Non-RA),Right Side(R),8-16 ft.,0,20090129,2008-09,2,Jump Hook Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090129,2008-09,2,Layup Shot,Missed
-59,77,In The Paint (Non-RA),Left Side(L),8-16 ft.,0,20090129,2008-09,3,Running Hook Shot,Missed
-153,208,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090129,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090129,2008-09,3,Driving Layup Shot,Made
32,217,Mid-Range,Center(C),16-24 ft.,0,20090129,2008-09,3,Jump Shot,Missed
70,48,In The Paint (Non-RA),Right Side(R),8-16 ft.,1,20090129,2008-09,3,Running Hook Shot,Made
36,217,Mid-Range,Center(C),16-24 ft.,0,20090129,2008-09,3,Jump Shot,Missed
132,145,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090129,2008-09,4,Jump Shot,Missed
218,123,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090129,2008-09,4,Jump Shot,Missed
-51,190,Mid-Range,Center(C),16-24 ft.,1,20090129,2008-09,4,Jump Shot,Made
-4,12,Restricted Area,Center(C),Less Than 8 ft.,1,20090130,2008-09,1,Driving Layup Shot,Made
4,14,Restricted Area,Center(C),Less Than 8 ft.,0,20090130,2008-09,1,Layup Shot,Missed
7,-11,Restricted Area,Center(C),Less Than 8 ft.,1,20090130,2008-09,1,Layup Shot,Made
0,1,Restricted Area,Center(C),Less Than 8 ft.,1,20090130,2008-09,1,Driving Finger Roll Layup Shot,Made
77,239,Above the Break 3,Center(C),24+ ft.,1,20090130,2008-09,2,Jump Shot,Made
136,183,Mid-Range,Right Side Center(RC),16-24 ft.,1,20090130,2008-09,2,Jump Shot,Made
185,44,Mid-Range,Right Side(R),16-24 ft.,0,20090130,2008-09,2,Jump Shot,Missed
-52,242,Above the Break 3,Center(C),24+ ft.,1,20090130,2008-09,2,Jump Shot,Made
0,116,In The Paint (Non-RA),Center(C),8-16 ft.,1,20090130,2008-09,2,Turnaround Jump Shot,Made
130,113,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090130,2008-09,2,Jump Shot,Missed
209,121,Above the Break 3,Right Side Center(RC),24+ ft.,0,20090130,2008-09,2,Jump Shot,Missed
1,1,Restricted Area,Center(C),Less Than 8 ft.,0,20090130,2008-09,2,Layup Shot,Missed
9,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090130,2008-09,2,Driving Layup Shot,Made
0,4,Restricted Area,Center(C),Less Than 8 ft.,1,20090130,2008-09,3,Driving Layup Shot,Made
-120,216,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090130,2008-09,3,Jump Shot,Missed
-60,209,Mid-Range,Center(C),16-24 ft.,0,20090130,2008-09,3,Jump Shot,Missed
-98,160,Mid-Range,Left Side Center(LC),16-24 ft.,0,20090130,2008-09,4,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,0,20090201,2008-09,1,Layup Shot,Missed
-43,219,Mid-Range,Center(C),16-24 ft.,0,20090201,2008-09,1,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090201,2008-09,1,Layup Shot,Made
-114,48,Mid-Range,Left Side(L),8-16 ft.,1,20090201,2008-09,1,Jump Shot,Made
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090201,2008-09,1,Driving Layup Shot,Made
102,34,Mid-Range,Right Side(R),8-16 ft.,0,20090201,2008-09,1,Jump Shot,Missed
192,585,Backcourt,Back Court(BC),Back Court Shot,0,20090201,2008-09,1,Jump Shot,Missed
135,102,Mid-Range,Right Side Center(RC),16-24 ft.,0,20090201,2008-09,2,Jump Shot,Missed
-65,263,Above the Break 3,Center(C),24+ ft.,1,20090201,2008-09,2,Jump Shot,Made
-169,64,Mid-Range,Left Side(L),16-24 ft.,0,20090201,2008-09,2,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090201,2008-09,2,Driving Layup Shot,Made
-193,353,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090201,2008-09,2,Jump Shot,Missed
39,211,Mid-Range,Center(C),16-24 ft.,0,20090201,2008-09,3,Jump Shot,Missed
0,0,Restricted Area,Center(C),Less Than 8 ft.,1,20090201,2008-09,3,Dunk Shot,Made
-95,257,Above the Break 3,Left Side Center(LC),24+ ft.,0,20090201,2008-09,3,Jump Shot,Missed
-59,123,In The Paint (Non-RA),Center(C),8-16 ft.,1,20090201,2008-09,3,Turnaround Jump Shot,Made
-164,187,Above the Break 3,Left Side Center(LC),24+ ft.,1,20090201,2008-09,3,Jump Shot,Made
170,115,Mid-Range,Right Side(R),16-24 ft.,1,20090201,2008-09,3,Jump Shot,Made
17,77,In The Paint (Non-RA),Center(C),Less Than 8 ft.,0,20090201,2008-09,3,Running Jump Shot,Missed
43,265,Above the Break 3,Center(C),24+ ft.,0,20090201,2008-09,3,Jump Shot,Missed
